instance_id	structure_id	logical_unit_id	physical_unit_id	patient_id	block_id	physical_specimen_id	gt_source_id	gt_definition_modality	gt_geometry_locator	boundary_uncertainty	confirmation_status	allowed_use	forbidden_use
TSB::HEISER::6723_3_WD86056::comp10	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::6723_KL_3_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::4aa571d63ab1aa20	HTAN_VANDERBILT_CRC::BLOCK::c92024d67e7094bc		HEISER_PATHOLOGY::6723_3_WD86056::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/6723_3_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::6723_4_WD86055::comp01	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::6723_KL_4_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::4aa571d63ab1aa20	HTAN_VANDERBILT_CRC::BLOCK::a84ce559e0584928		HEISER_PATHOLOGY::6723_4_WD86055::ADENOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/6723_4_pathology_annotation.csv#pathology_annotation=adenoma_border	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	NONCONFIRMATORY_CONTEXT_PRENEOPLASTIC	discovery and context reference only	confirmatory claims, training, validation, localization benchmarks
TSB::HEISER::6723_4_WD86055::comp02	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::6723_KL_4_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::4aa571d63ab1aa20	HTAN_VANDERBILT_CRC::BLOCK::a84ce559e0584928		HEISER_PATHOLOGY::6723_4_WD86055::ADENOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/6723_4_pathology_annotation.csv#pathology_annotation=adenoma_border	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	NONCONFIRMATORY_CONTEXT_PRENEOPLASTIC	discovery and context reference only	confirmatory claims, training, validation, localization benchmarks
TSB::HEISER::6723_4_WD86055::comp03	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::6723_KL_4_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::4aa571d63ab1aa20	HTAN_VANDERBILT_CRC::BLOCK::a84ce559e0584928		HEISER_PATHOLOGY::6723_4_WD86055::ADENOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/6723_4_pathology_annotation.csv#pathology_annotation=adenoma_border	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	NONCONFIRMATORY_CONTEXT_PRENEOPLASTIC	discovery and context reference only	confirmatory claims, training, validation, localization benchmarks
TSB::HEISER::7003_1_WD87478::comp01	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_1_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_1_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_1_WD87478::comp02	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_1_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_1_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_1_WD87478::comp03	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_1_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_1_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_1_WD87478::comp04	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_1_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_1_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_1_WD87478::comp05	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_1_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_1_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_1_WD87478::comp06	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_1_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_1_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_1_WD87478::comp07	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_1_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_1_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_1_WD87478::comp08	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_1_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_1_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_1_WD87478::comp09	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_1_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_1_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_1_WD87478::comp10	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_1_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_1_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_1_WD87478::comp11	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_1_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_1_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_1_WD87478::comp12	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_1_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_1_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_1_WD87478::comp13	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_1_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_1_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_1_WD87478::comp14	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_1_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_1_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_1_WD87478::comp15	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_1_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_1_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_1_WD87478::comp16	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_1_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_1_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_1_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_2_WD87478::comp01	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_2_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_2_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_2_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_2_WD87478::comp02	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_2_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_2_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_2_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_2_WD87478::comp03	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_2_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_2_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_2_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_2_WD87478::comp04	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_2_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_2_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_2_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_2_WD87478::comp05	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_2_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_2_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_2_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_2_WD87478::comp06	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_2_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_2_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_2_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_2_WD87478::comp07	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_2_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_2_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_2_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_2_WD87478::comp08	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_2_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_2_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_2_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_2_WD87478::comp09	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_2_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_2_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_2_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_2_WD87478::comp10	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_2_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_2_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_2_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_2_WD87478::comp11	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_2_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::0def2e0b01043545	HTAN_VANDERBILT_CRC::BLOCK::af4b3a9c9bb14278		HEISER_PATHOLOGY::7003_2_WD87478::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_2_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
TSB::HEISER::7003_3_WD85806::comp01	TUMOR_STROMA_BOUNDARY	HTAN_VANDERBILT_CRC	HTAN::7003_AS_3_filtered_trimmed.h5ad	HTAN_VANDERBILT_CRC::PATIENT::7032fa6644896b13	HTAN_VANDERBILT_CRC::BLOCK::32a452c0ae678140		HEISER_PATHOLOGY::7003_3_WD85806::CARCINOMA_BOUNDARY	manual pathology annotation on H&E in 10X Loupe Browser (Heiser et al. 2023, PMC10756562)	data/other_sources/htan/spatial_CRC_atlas_repo/resources/ST/7003_3_pathology_annotation.csv#pathology_annotation=carcinoma_border,carcinoma_edge	spot-resolution (55 um microwell) manual annotation; per-file annotator identity is not individually attributed; see provenance note	CONFIRMATORY	training-fold distance fields, core masking and localization benchmarks within frozen outer splits; molecular-only input budgets	as model input feature or training label; any use with H&E- or image-derived inputs; internal/external validation claims
