physical_unit_id	logical_unit_id	patient_id	block_id	physical_specimen_id	identity_granularity	identity_envelope_id	block_group_id	leakage_group_id	primary_role	outer_fold	block_level_eligible	split_status
external_geo::GSM6506114	GEO::GSE211956	GSE211956::P5		SAMN30478271	patient_linked_physical_specimen	patient_envelope::GEO::GSE211956::GSE211956::P5		lineage::PRJNA873051	external_validation	external_validation::20c12b7b0f6f	no	FROZEN_R02
external_geo::GSM6506115	GEO::GSE211956	GSE211956::P6		SAMN30478270	patient_linked_physical_specimen	patient_envelope::GEO::GSE211956::GSE211956::P6		lineage::PRJNA873051	external_validation	external_validation::03d43bc30d17	no	FROZEN_R02
external_geo::GSM6506116	GEO::GSE211956	GSE211956::P7		SAMN30478269	patient_linked_physical_specimen	patient_envelope::GEO::GSE211956::GSE211956::P7		lineage::PRJNA873051	external_validation	external_validation::974f3f70e402	no	FROZEN_R02
external_geo::GSM6506117	GEO::GSE211956	GSE211956::P8		SAMN30478268	patient_linked_physical_specimen	patient_envelope::GEO::GSE211956::GSE211956::P8		lineage::PRJNA873051	external_validation	external_validation::a86844900581	no	FROZEN_R02
external_geo::GSM7089855	GEO::GSE226997	GSE226997::P1		SAMN33698434	patient_linked_physical_specimen	patient_envelope::GEO::GSE226997::GSE226997::P1		lineage::PRJNA942633	internal_validation	internal_validation::58b7c5458f3a	no	FROZEN_R02
external_geo::GSM7089856	GEO::GSE226997	GSE226997::P2		SAMN33698433	patient_linked_physical_specimen	patient_envelope::GEO::GSE226997::GSE226997::P2		lineage::PRJNA942633	internal_validation	internal_validation::38e192282ff6	no	FROZEN_R02
external_geo::GSM7089857	GEO::GSE226997	GSE226997::P3		SAMN33698432	patient_linked_physical_specimen	patient_envelope::GEO::GSE226997::GSE226997::P3		lineage::PRJNA942633	internal_validation	internal_validation::80025d11bd37	no	FROZEN_R02
external_geo::GSM7089858	GEO::GSE226997	GSE226997::P4		SAMN33698431	patient_linked_physical_specimen	patient_envelope::GEO::GSE226997::GSE226997::P4		lineage::PRJNA942633	internal_validation	internal_validation::2777d00482e5	no	FROZEN_R02
external_geo::GSM8443449	GEO::GSE274103	GSE274103::P1		SAMN43059225	patient_linked_physical_specimen	patient_envelope::GEO::GSE274103::GSE274103::P1		lineage::PRJNA1144961	internal_validation	internal_validation::d1d55a48b14c	no	FROZEN_R02
external_geo::GSM8443450	GEO::GSE274103	GSE274103::P2		SAMN43059224	patient_linked_physical_specimen	patient_envelope::GEO::GSE274103::GSE274103::P2		lineage::PRJNA1144961	internal_validation	internal_validation::ae4914233d1b	no	FROZEN_R02
external_geo::GSM8443451	GEO::GSE274103	GSE274103::P3		SAMN43059223	patient_linked_physical_specimen	patient_envelope::GEO::GSE274103::GSE274103::P3		lineage::PRJNA1144961	internal_validation	internal_validation::65ee624fd68c	no	FROZEN_R02
external_geo::GSM8443452	GEO::GSE274103	GSE274103::P4		SAMN43059222	patient_linked_physical_specimen	patient_envelope::GEO::GSE274103::GSE274103::P4		lineage::PRJNA1144961	internal_validation	internal_validation::de04abeb4243	no	FROZEN_R02
external_geo::GSM8443453	GEO::GSE274103	GSE274103::P5		SAMN43059221	patient_linked_physical_specimen	patient_envelope::GEO::GSE274103::GSE274103::P5		lineage::PRJNA1144961	internal_validation	internal_validation::1f2d27fe958b	no	FROZEN_R02
external_geo::GSM8452847	GEO::GSE274557	GSE274557::P1		SAMN43154215	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P1		lineage::PRJNA1147209	discovery	discovery::e626709422e8	no	FROZEN_R02
external_geo::GSM8452848	GEO::GSE274557	GSE274557::P1		SAMN43154214	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P1		lineage::PRJNA1147209	discovery	discovery::e626709422e8	no	FROZEN_R02
external_geo::GSM8452849	GEO::GSE274557	GSE274557::P1		SAMN43154213	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P1		lineage::PRJNA1147209	discovery	discovery::e626709422e8	no	FROZEN_R02
external_geo::GSM8452850	GEO::GSE274557	GSE274557::P2		SAMN43154212	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P2		lineage::PRJNA1147209	discovery	discovery::8c303248ed77	no	FROZEN_R02
external_geo::GSM8452851	GEO::GSE274557	GSE274557::P2		SAMN43154211	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P2		lineage::PRJNA1147209	discovery	discovery::8c303248ed77	no	FROZEN_R02
external_geo::GSM8452852	GEO::GSE274557	GSE274557::P2		SAMN43154210	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P2		lineage::PRJNA1147209	discovery	discovery::8c303248ed77	no	FROZEN_R02
external_geo::GSM8452853	GEO::GSE274557	GSE274557::P3		SAMN43154209	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P3		lineage::PRJNA1147209	discovery	discovery::030a75aec581	no	FROZEN_R02
external_geo::GSM8452854	GEO::GSE274557	GSE274557::P3		SAMN43154208	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P3		lineage::PRJNA1147209	discovery	discovery::030a75aec581	no	FROZEN_R02
external_geo::GSM8452855	GEO::GSE274557	GSE274557::P3		SAMN43154207	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P3		lineage::PRJNA1147209	discovery	discovery::030a75aec581	no	FROZEN_R02
external_geo::GSM8452856	GEO::GSE274557	GSE274557::P4		SAMN43154206	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P4		lineage::PRJNA1147209	discovery	discovery::80a0f07a0216	no	FROZEN_R02
external_geo::GSM8452857	GEO::GSE274557	GSE274557::P4		SAMN43154205	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P4		lineage::PRJNA1147209	discovery	discovery::80a0f07a0216	no	FROZEN_R02
external_geo::GSM8452858	GEO::GSE274557	GSE274557::P4		SAMN43154204	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P4		lineage::PRJNA1147209	discovery	discovery::80a0f07a0216	no	FROZEN_R02
external_geo::GSM8452859	GEO::GSE274557	GSE274557::P4		SAMN43154203	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P4		lineage::PRJNA1147209	discovery	discovery::80a0f07a0216	no	FROZEN_R02
external_geo::GSM8452860	GEO::GSE274557	GSE274557::P5		SAMN43154202	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P5		lineage::PRJNA1147209	discovery	discovery::506e07071402	no	FROZEN_R02
external_geo::GSM8452861	GEO::GSE274557	GSE274557::P5		SAMN43154201	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P5		lineage::PRJNA1147209	discovery	discovery::506e07071402	no	FROZEN_R02
external_geo::GSM8452862	GEO::GSE274557	GSE274557::P5		SAMN43154200	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P5		lineage::PRJNA1147209	discovery	discovery::506e07071402	no	FROZEN_R02
external_geo::GSM8452863	GEO::GSE274557	GSE274557::P6		SAMN43154199	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P6		lineage::PRJNA1147209	discovery	discovery::7bd9612a9178	no	FROZEN_R02
external_geo::GSM8452864	GEO::GSE274557	GSE274557::P6		SAMN43154198	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P6		lineage::PRJNA1147209	discovery	discovery::7bd9612a9178	no	FROZEN_R02
external_geo::GSM8452865	GEO::GSE274557	GSE274557::P6		SAMN43154197	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P6		lineage::PRJNA1147209	discovery	discovery::7bd9612a9178	no	FROZEN_R02
external_geo::GSM8452866	GEO::GSE274557	GSE274557::P6		SAMN43154196	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P6		lineage::PRJNA1147209	discovery	discovery::7bd9612a9178	no	FROZEN_R02
external_geo::GSM8452867	GEO::GSE274557	GSE274557::P7		SAMN43154195	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P7		lineage::PRJNA1147209	discovery	discovery::aac5eb506322	no	FROZEN_R02
external_geo::GSM8452868	GEO::GSE274557	GSE274557::P7		SAMN43154194	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P7		lineage::PRJNA1147209	discovery	discovery::aac5eb506322	no	FROZEN_R02
external_geo::GSM8452869	GEO::GSE274557	GSE274557::P7		SAMN43154193	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P7		lineage::PRJNA1147209	discovery	discovery::aac5eb506322	no	FROZEN_R02
external_geo::GSM8452870	GEO::GSE274557	GSE274557::P7		SAMN43154192	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P7		lineage::PRJNA1147209	discovery	discovery::aac5eb506322	no	FROZEN_R02
external_geo::GSM8452871	GEO::GSE274557	GSE274557::P8		SAMN43154191	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P8		lineage::PRJNA1147209	discovery	discovery::a3f036ca2371	no	FROZEN_R02
external_geo::GSM8452872	GEO::GSE274557	GSE274557::P8		SAMN43154190	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P8		lineage::PRJNA1147209	discovery	discovery::a3f036ca2371	no	FROZEN_R02
external_geo::GSM8452873	GEO::GSE274557	GSE274557::P8		SAMN43154189	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P8		lineage::PRJNA1147209	discovery	discovery::a3f036ca2371	no	FROZEN_R02
external_geo::GSM8452874	GEO::GSE274557	GSE274557::P8		SAMN43154188	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P8		lineage::PRJNA1147209	discovery	discovery::a3f036ca2371	no	FROZEN_R02
external_geo::GSM8452875	GEO::GSE274557	GSE274557::P9		SAMN43154187	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P9		lineage::PRJNA1147209	discovery	discovery::4a63bb8d3957	no	FROZEN_R02
external_geo::GSM8452876	GEO::GSE274557	GSE274557::P9		SAMN43154186	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P9		lineage::PRJNA1147209	discovery	discovery::4a63bb8d3957	no	FROZEN_R02
external_geo::GSM8452877	GEO::GSE274557	GSE274557::P9		SAMN43154185	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P9		lineage::PRJNA1147209	discovery	discovery::4a63bb8d3957	no	FROZEN_R02
external_geo::GSM8452878	GEO::GSE274557	GSE274557::P9		SAMN43154184	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P9		lineage::PRJNA1147209	discovery	discovery::4a63bb8d3957	no	FROZEN_R02
external_geo::GSM8452879	GEO::GSE274557	GSE274557::P10		SAMN43154183	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P10		lineage::PRJNA1147209	discovery	discovery::0faedf2e0a79	no	FROZEN_R02
external_geo::GSM8452880	GEO::GSE274557	GSE274557::P10		SAMN43154182	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P10		lineage::PRJNA1147209	discovery	discovery::0faedf2e0a79	no	FROZEN_R02
external_geo::GSM8452881	GEO::GSE274557	GSE274557::P10		SAMN43154181	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P10		lineage::PRJNA1147209	discovery	discovery::0faedf2e0a79	no	FROZEN_R02
external_geo::GSM8452882	GEO::GSE274557	GSE274557::P10		SAMN43154180	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P10		lineage::PRJNA1147209	discovery	discovery::0faedf2e0a79	no	FROZEN_R02
external_geo::GSM8452883	GEO::GSE274557	GSE274557::P11		SAMN43154179	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P11		lineage::PRJNA1147209	discovery	discovery::bf1c20ba587c	no	FROZEN_R02
external_geo::GSM8452884	GEO::GSE274557	GSE274557::P11		SAMN43154178	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P11		lineage::PRJNA1147209	discovery	discovery::bf1c20ba587c	no	FROZEN_R02
external_geo::GSM8452885	GEO::GSE274557	GSE274557::P11		SAMN43154177	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P11		lineage::PRJNA1147209	discovery	discovery::bf1c20ba587c	no	FROZEN_R02
external_geo::GSM8452886	GEO::GSE274557	GSE274557::P11		SAMN43154176	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P11		lineage::PRJNA1147209	discovery	discovery::bf1c20ba587c	no	FROZEN_R02
external_geo::GSM8452887	GEO::GSE274557	GSE274557::P12		SAMN43154175	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P12		lineage::PRJNA1147209	discovery	discovery::2a74c7f50250	no	FROZEN_R02
external_geo::GSM8452888	GEO::GSE274557	GSE274557::P12		SAMN43154174	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P12		lineage::PRJNA1147209	discovery	discovery::2a74c7f50250	no	FROZEN_R02
external_geo::GSM8452889	GEO::GSE274557	GSE274557::P12		SAMN43154173	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P12		lineage::PRJNA1147209	discovery	discovery::2a74c7f50250	no	FROZEN_R02
external_geo::GSM8452890	GEO::GSE274557	GSE274557::P12		SAMN43154172	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P12		lineage::PRJNA1147209	discovery	discovery::2a74c7f50250	no	FROZEN_R02
external_geo::GSM8452891	GEO::GSE274557	GSE274557::P13		SAMN43154171	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P13		lineage::PRJNA1147209	discovery	discovery::7d3ab1a89a01	no	FROZEN_R02
external_geo::GSM8452892	GEO::GSE274557	GSE274557::P13		SAMN43154170	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P13		lineage::PRJNA1147209	discovery	discovery::7d3ab1a89a01	no	FROZEN_R02
external_geo::GSM8452893	GEO::GSE274557	GSE274557::P13		SAMN43154169	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P13		lineage::PRJNA1147209	discovery	discovery::7d3ab1a89a01	no	FROZEN_R02
external_geo::GSM8452894	GEO::GSE274557	GSE274557::P13		SAMN43154168	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P13		lineage::PRJNA1147209	discovery	discovery::7d3ab1a89a01	no	FROZEN_R02
external_geo::GSM8452895	GEO::GSE274557	GSE274557::P13		SAMN43154167	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P13		lineage::PRJNA1147209	discovery	discovery::7d3ab1a89a01	no	FROZEN_R02
external_geo::GSM8714177	GEO::GSE274557	GSE274557::P3		SAMN46116048	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P3		lineage::PRJNA1147209	discovery	discovery::030a75aec581	no	FROZEN_R02
external_geo::GSM8714178	GEO::GSE274557	GSE274557::P6		SAMN46116047	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P6		lineage::PRJNA1147209	discovery	discovery::7bd9612a9178	no	FROZEN_R02
external_geo::GSM8714179	GEO::GSE274557	GSE274557::P6		SAMN46116046	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P6		lineage::PRJNA1147209	discovery	discovery::7bd9612a9178	no	FROZEN_R02
external_geo::GSM8714180	GEO::GSE274557	GSE274557::P8		SAMN46116045	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P8		lineage::PRJNA1147209	discovery	discovery::a3f036ca2371	no	FROZEN_R02
external_geo::GSM8714181	GEO::GSE274557	GSE274557::P13		SAMN46116044	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P13		lineage::PRJNA1147209	discovery	discovery::7d3ab1a89a01	no	FROZEN_R02
external_geo::GSM8714182	GEO::GSE274557	GSE274557::P13		SAMN46116043	patient_linked_physical_specimen	patient_envelope::GEO::GSE274557::GSE274557::P13		lineage::PRJNA1147209	discovery	discovery::7d3ab1a89a01	no	FROZEN_R02
