candidate_group_id	left_record_id	right_record_id	relation_type	evidence_grade	resolution	leakage_group_id	canonical_source_url	left_raw_patient	left_raw_subseries	notes
URL::8a7dd362dacf7c53	HEST::TENX183	TENX::Visium_HD_3prime_Human_Ovarian_Cancer_FF	possible_physical_relation	E2_corroborated	POSSIBLE_PHYSICAL_RELATION	LEAKAGE::4df29036fb749ca6	10xgenomics.com/datasets/visium-hd-three-prime-ovarian-cancer-discovery-fresh-frozen		Minimum Sequencing Depth	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::8a7dd362dacf7c53	HEST::TENX183	TENX::Visium_HD_3prime_Human_Ovarian_Cancer_FF_Min_Depth	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::4df29036fb749ca6	10xgenomics.com/datasets/visium-hd-three-prime-ovarian-cancer-discovery-fresh-frozen		Minimum Sequencing Depth	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::94a129e9a14a8796	HEST::TENX96	TENX::Xenium_V1_FFPE_Human_Breast_IDC_With_Addon__1.0.2	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/ffpe-human-breast-with-custom-add-on-panel-1-standard	patient 3	Tissue sample 2	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::94a129e9a14a8796	HEST::TENX96	TENX::Xenium_V1_FFPE_Human_Breast_ILC_With_Addon	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::b5bf43971068d6a3	10xgenomics.com/datasets/ffpe-human-breast-with-custom-add-on-panel-1-standard	patient 3	Tissue sample 2	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::94a129e9a14a8796	HEST::TENX97	TENX::Xenium_V1_FFPE_Human_Breast_IDC_With_Addon__1.0.2	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::beabd48cf2edb8ef	10xgenomics.com/datasets/ffpe-human-breast-with-custom-add-on-panel-1-standard	patient 2	Tissue sample 1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::94a129e9a14a8796	HEST::TENX97	TENX::Xenium_V1_FFPE_Human_Breast_ILC_With_Addon	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/ffpe-human-breast-with-custom-add-on-panel-1-standard	patient 2	Tissue sample 1	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::9b0f02697ba3cb72	HEST::TENX180	TENX::Visium_HD_FF_Human_Breast_Cancer__4.0.1	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::0afbf500d0baa4fc	10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-human-breast-cancer-ff-ultima-4			Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::9c69594bc547b308	HEST::TENX141	TENX::Xenium_V1_Human_Lung_Cancer_Addon_FFPE	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::dccbd3c6a479437c	10xgenomics.com/datasets/ffpe-human-lung-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard	patient 1		Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::a1af12bfe17a1c1a	HEST::TENX118	TENX::Xenium_V1_humanLung_Cancer_FFPE	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::18354e159985fd87	10xgenomics.com/datasets/preview-data-ffpe-human-lung-cancer-with-xenium-multimodal-cell-segmentation-1-standard	patient 2		Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::a8a116c7601d4831	HEST::TENX158	TENX::Xenium_Prime_Human_Skin_FFPE	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::53cd0ff082ae7cdf	10xgenomics.com/datasets/xenium-prime-ffpe-human-skin			Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::ac32c322b55b2c1d	HEST::TENX161	TENX::Visium_HD_Human_Breast_Cancer_Fixed_Frozen	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::a2297d68e7723d9d	10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-breast-cancer-fixed-frozen			Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::af11117d11c9a1c1	HEST::TENX174	TENX::Visium_HD_Human_Prostate_Cancer_FFPE	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::9535e4bd56cb34da	10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-human-prostate-cancer-ffpe			Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::b86074162c79ad5b	HEST::TENX140	TENX::Xenium_V1_Human_Ductal_Adenocarcinoma_FFPE	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::25bec55ce60e6c82	10xgenomics.com/datasets/ffpe-human-ductal-adenocarcinoma-data-with-human-immuno-oncology-profiling-panel-1-standard	patient 3		Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::bc21b83e063b1abe	HEST::TENX162	TENX::Visium_HD_Human_Breast_Cancer_Fresh_Frozen	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::21039114f22e0b43	10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-breast-cancer-fresh-frozen			Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::c874b416bd8894fc	HEST::TENX187	TENX::Xenium_Prime_Ovarian_Cancer_FFPE_XRrun	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::bcc3e503be7fb64e	10xgenomics.com/datasets/xenium-prime-ffpe-human-ovarian-cancer			Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::d4f6a557104e7957	HEST::TENX132	TENX::Xenium_V1_hBoneMarrow_acute_lymphoid_leukemia_section	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/human-bone-and-bone-marrow-data-with-custom-add-on-panel-1-standard		Non-diseased Femur Bone	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::d4f6a557104e7957	HEST::TENX133	TENX::Xenium_V1_hBoneMarrow_acute_lymphoid_leukemia_section	same_source_page_only	E0_unknown	NO_EVIDENCE		10xgenomics.com/datasets/human-bone-and-bone-marrow-data-with-custom-add-on-panel-1-standard		Non-diseased Bone Marrow	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::d4f6a557104e7957	HEST::TENX134	TENX::Xenium_V1_hBoneMarrow_acute_lymphoid_leukemia_section	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::85a0e4c328f6c706	10xgenomics.com/datasets/human-bone-and-bone-marrow-data-with-custom-add-on-panel-1-standard		Acute Lymphoid Leukemia Bone Marrow	Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::f812503314e1296a	HEST::TENX177	TENX::Visium_HD_3prime_Human_Ovarian_Cancer	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::0363fb983ee863a3	10xgenomics.com/datasets/visium-hd-three-prime-ovarian-cancer-fresh-frozen			Exact bundled source-page match; physical sample identity still requires sample-level metadata
URL::feac861ea6ffad20	HEST::TENX179	TENX::Visium_HD_3prime_Human_Pancreatic_Cancer	same_source_dataset_lineage	E2_corroborated	CONFIRMED_SOURCE_DATASET	LEAKAGE::2e9de3c0447bfd40	10xgenomics.com/datasets/visium-hd-three-prime-human-pancreatic-cancer-fresh-frozen			Exact bundled source-page match; physical sample identity still requires sample-level metadata
