duplicate_group_id	member_type	member_id	relation_type	evidence_grade	resolution	leakage_group_id
HTAN::BLOCK::51bf8363c2cdb494	asset	HTAN_VANDERBILT_CRC::8270_AS_12_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::4f81822a6f2ecd63
HTAN::BLOCK::51bf8363c2cdb494	asset	HTAN_VANDERBILT_CRC::8578_AS_2_filtered_trimmed_WD84216.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::4f81822a6f2ecd63
HTAN::BLOCK::550b83604599573d	asset	HTAN_VANDERBILT_CRC::8578_AS_4_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::3e050f81f3d36d48
HTAN::BLOCK::596b3a82b1f78d7c	asset	HTAN_VANDERBILT_CRC::7794_AS_1_filtered_trimmed_WD33479.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::9af051af377d9c81
HTAN::BLOCK::5d8692c0b033416e	asset	HTAN_VANDERBILT_CRC::7003_AS_5_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::0bd3490036cbd4de
HTAN::BLOCK::5d8692c0b033416e	asset	HTAN_VANDERBILT_CRC::7003_AS_6_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::0bd3490036cbd4de
HTAN::BLOCK::61d4e4640994b028	asset	HTAN_VANDERBILT_CRC::8578_AS_1_filtered_trimmed_WD33469.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::82a1eb08b47e14fe
HTAN::BLOCK::6e612a7ae67a3a0e	asset	HTAN_VANDERBILT_CRC::8270_AS_3_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::8abcbad99198901e
HTAN::BLOCK::7bf1b82385881727	asset	HTAN_VANDERBILT_CRC::7319_AS_3_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::6aea40a35e6c4335
HTAN::BLOCK::82a08620f0e78dfd	asset	HTAN_VANDERBILT_CRC::8899_AS_5_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::a29ba9b1cd4cf508
HTAN::BLOCK::82a08620f0e78dfd	asset	HTAN_VANDERBILT_CRC::8899_AS_6_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::a29ba9b1cd4cf508
HTAN::BLOCK::8da98730391b62e3	asset	HTAN_VANDERBILT_CRC::8270_AS_9_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::1cdbf9c9f9ca1d51
HTAN::BLOCK::8da98730391b62e3	asset	HTAN_VANDERBILT_CRC::8578_AS_2_filtered_trimmed_WD84594.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::1cdbf9c9f9ca1d51
HTAN::BLOCK::8e43058fbef34f6e	asset	HTAN_VANDERBILT_CRC::7003_AS_8_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::e52fa79982a9ecea
HTAN::BLOCK::9ef322c74b6af968	asset	HTAN_VANDERBILT_CRC::7319_AS_2_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::42db69b0c0fe9511
HTAN::BLOCK::a84ce559e0584928	asset	HTAN_VANDERBILT_CRC::6723_KL_4_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::4aa571d63ab1aa20
HTAN::BLOCK::af4b3a9c9bb14278	asset	HTAN_VANDERBILT_CRC::7003_AS_1_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::0def2e0b01043545
HTAN::BLOCK::af4b3a9c9bb14278	asset	HTAN_VANDERBILT_CRC::7003_AS_2_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::0def2e0b01043545
HTAN::BLOCK::c0c24611b234be9a	asset	HTAN_VANDERBILT_CRC::7319_AS_4_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::c0b1b19d533645cb
HTAN::BLOCK::c17a41778d9af602	asset	HTAN_VANDERBILT_CRC::8270_AS_8_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::46cd4bcce25745d5
HTAN::BLOCK::c17a41778d9af602	asset	HTAN_VANDERBILT_CRC::8578_AS_3_filtered_trimmed_WD84596.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::46cd4bcce25745d5
HTAN::BLOCK::c364d86a00f53bc0	asset	HTAN_VANDERBILT_CRC::7794_AS_2_filtered_trimmed_WD33468.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::bbd41350b0c0bd3c
HTAN::BLOCK::c4a27621ce00a66e	asset	HTAN_VANDERBILT_CRC::7794_AS_3_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::306c7a068bf4965f
HTAN::BLOCK::c4a27621ce00a66e	asset	HTAN_VANDERBILT_CRC::8578_AS_3_filtered_trimmed_WD84221.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::306c7a068bf4965f
HTAN::BLOCK::c92024d67e7094bc	asset	HTAN_VANDERBILT_CRC::6723_KL_1_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::4aa571d63ab1aa20
HTAN::BLOCK::c92024d67e7094bc	asset	HTAN_VANDERBILT_CRC::6723_KL_2_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::4aa571d63ab1aa20
HTAN::BLOCK::c92024d67e7094bc	asset	HTAN_VANDERBILT_CRC::6723_KL_3_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::4aa571d63ab1aa20
HTAN::BLOCK::d3c6372bfbb17eda	asset	HTAN_VANDERBILT_CRC::8578_AS_1_filtered_trimmed_WD33474.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::772733d53add12a2
HTAN::BLOCK::eb8e70c123c1bb62	asset	HTAN_VANDERBILT_CRC::8899_AS_1_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::51764d2ec560e464
HTAN::BLOCK::eb8e70c123c1bb62	asset	HTAN_VANDERBILT_CRC::8899_AS_2_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::51764d2ec560e464
HTAN::BLOCK::f98b9c45e22b0189	asset	HTAN_VANDERBILT_CRC::8270_AS_10_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::15c4be5f5e924870
HTAN::BLOCK::f98b9c45e22b0189	asset	HTAN_VANDERBILT_CRC::8578_AS_2_filtered_trimmed_WD84226.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::15c4be5f5e924870
HTAN::BLOCK::ffe26a50e15987f9	asset	HTAN_VANDERBILT_CRC::8899_AS_7_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::286667cab598bb4a
HTAN::BLOCK::ffe26a50e15987f9	asset	HTAN_VANDERBILT_CRC::8899_AS_8_filtered_trimmed.h5ad	same_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::286667cab598bb4a
HTAN::PATIENT::07dc676d92f9d153	asset	HTAN_VANDERBILT_CRC::8270_AS_2_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::07dc676d92f9d153
HTAN::PATIENT::0bd3490036cbd4de	asset	HTAN_VANDERBILT_CRC::7003_AS_5_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::0bd3490036cbd4de
HTAN::PATIENT::0bd3490036cbd4de	asset	HTAN_VANDERBILT_CRC::7003_AS_6_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::0bd3490036cbd4de
HTAN::PATIENT::0def2e0b01043545	asset	HTAN_VANDERBILT_CRC::7003_AS_1_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::0def2e0b01043545
HTAN::PATIENT::0def2e0b01043545	asset	HTAN_VANDERBILT_CRC::7003_AS_2_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::0def2e0b01043545
HTAN::PATIENT::15c4be5f5e924870	asset	HTAN_VANDERBILT_CRC::8270_AS_10_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::15c4be5f5e924870
HTAN::PATIENT::15c4be5f5e924870	asset	HTAN_VANDERBILT_CRC::8578_AS_2_filtered_trimmed_WD84226.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::15c4be5f5e924870
HTAN::PATIENT::1cdbf9c9f9ca1d51	asset	HTAN_VANDERBILT_CRC::8270_AS_9_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::1cdbf9c9f9ca1d51
HTAN::PATIENT::1cdbf9c9f9ca1d51	asset	HTAN_VANDERBILT_CRC::8578_AS_2_filtered_trimmed_WD84594.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::1cdbf9c9f9ca1d51
HTAN::PATIENT::2660ebb0a070d36e	asset	HTAN_VANDERBILT_CRC::8578_AS_1_filtered_trimmed_WD33473.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::2660ebb0a070d36e
HTAN::PATIENT::283e577e68cd34cf	asset	HTAN_VANDERBILT_CRC::8270_AS_1_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::283e577e68cd34cf
HTAN::PATIENT::286667cab598bb4a	asset	HTAN_VANDERBILT_CRC::8899_AS_7_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::286667cab598bb4a
HTAN::PATIENT::286667cab598bb4a	asset	HTAN_VANDERBILT_CRC::8899_AS_8_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::286667cab598bb4a
HTAN::PATIENT::306c7a068bf4965f	asset	HTAN_VANDERBILT_CRC::7794_AS_3_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::306c7a068bf4965f
HTAN::PATIENT::306c7a068bf4965f	asset	HTAN_VANDERBILT_CRC::8578_AS_3_filtered_trimmed_WD84221.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::306c7a068bf4965f
HTAN::PATIENT::3e050f81f3d36d48	asset	HTAN_VANDERBILT_CRC::8578_AS_4_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::3e050f81f3d36d48
HTAN::PATIENT::42db69b0c0fe9511	asset	HTAN_VANDERBILT_CRC::7319_AS_2_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::42db69b0c0fe9511
HTAN::PATIENT::46cd4bcce25745d5	asset	HTAN_VANDERBILT_CRC::8270_AS_8_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::46cd4bcce25745d5
HTAN::PATIENT::46cd4bcce25745d5	asset	HTAN_VANDERBILT_CRC::8578_AS_3_filtered_trimmed_WD84596.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::46cd4bcce25745d5
HTAN::PATIENT::4aa571d63ab1aa20	asset	HTAN_VANDERBILT_CRC::6723_KL_1_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::4aa571d63ab1aa20
HTAN::PATIENT::4aa571d63ab1aa20	asset	HTAN_VANDERBILT_CRC::6723_KL_2_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::4aa571d63ab1aa20
HTAN::PATIENT::4aa571d63ab1aa20	asset	HTAN_VANDERBILT_CRC::6723_KL_3_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::4aa571d63ab1aa20
HTAN::PATIENT::4aa571d63ab1aa20	asset	HTAN_VANDERBILT_CRC::6723_KL_4_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::4aa571d63ab1aa20
HTAN::PATIENT::4f81822a6f2ecd63	asset	HTAN_VANDERBILT_CRC::8270_AS_11_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::4f81822a6f2ecd63
HTAN::PATIENT::4f81822a6f2ecd63	asset	HTAN_VANDERBILT_CRC::8270_AS_12_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::4f81822a6f2ecd63
HTAN::PATIENT::4f81822a6f2ecd63	asset	HTAN_VANDERBILT_CRC::8578_AS_2_filtered_trimmed_WD84216.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::4f81822a6f2ecd63
HTAN::PATIENT::51764d2ec560e464	asset	HTAN_VANDERBILT_CRC::8899_AS_1_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::51764d2ec560e464
HTAN::PATIENT::51764d2ec560e464	asset	HTAN_VANDERBILT_CRC::8899_AS_2_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::51764d2ec560e464
HTAN::PATIENT::5a3d3a5b1d783fe6	asset	HTAN_VANDERBILT_CRC::7794_AS_2_filtered_trimmed_WD33475.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::5a3d3a5b1d783fe6
HTAN::PATIENT::6aea40a35e6c4335	asset	HTAN_VANDERBILT_CRC::7319_AS_3_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::6aea40a35e6c4335
HTAN::PATIENT::7032fa6644896b13	asset	HTAN_VANDERBILT_CRC::7003_AS_3_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::7032fa6644896b13
HTAN::PATIENT::7032fa6644896b13	asset	HTAN_VANDERBILT_CRC::7003_AS_4_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::7032fa6644896b13
HTAN::PATIENT::772733d53add12a2	asset	HTAN_VANDERBILT_CRC::8578_AS_1_filtered_trimmed_WD33474.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::772733d53add12a2
HTAN::PATIENT::82a1eb08b47e14fe	asset	HTAN_VANDERBILT_CRC::8578_AS_1_filtered_trimmed_WD33469.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::82a1eb08b47e14fe
HTAN::PATIENT::8abcbad99198901e	asset	HTAN_VANDERBILT_CRC::8270_AS_3_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::8abcbad99198901e
HTAN::PATIENT::8d0d8f21b233f35b	asset	HTAN_VANDERBILT_CRC::8270_AS_6_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::8d0d8f21b233f35b
HTAN::PATIENT::8d0d8f21b233f35b	asset	HTAN_VANDERBILT_CRC::8270_AS_7_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::8d0d8f21b233f35b
HTAN::PATIENT::94567531ae08aa59	asset	HTAN_VANDERBILT_CRC::7794_AS_1_filtered_trimmed_WD33476.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::94567531ae08aa59
HTAN::PATIENT::9af051af377d9c81	asset	HTAN_VANDERBILT_CRC::7794_AS_1_filtered_trimmed_WD33479.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::9af051af377d9c81
HTAN::PATIENT::a29ba9b1cd4cf508	asset	HTAN_VANDERBILT_CRC::8899_AS_5_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::a29ba9b1cd4cf508
HTAN::PATIENT::a29ba9b1cd4cf508	asset	HTAN_VANDERBILT_CRC::8899_AS_6_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::a29ba9b1cd4cf508
HTAN::PATIENT::b279c0a0ecf76890	asset	HTAN_VANDERBILT_CRC::8270_AS_5_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::b279c0a0ecf76890
HTAN::PATIENT::bbd41350b0c0bd3c	asset	HTAN_VANDERBILT_CRC::7794_AS_2_filtered_trimmed_WD33468.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::bbd41350b0c0bd3c
HTAN::PATIENT::c0b1b19d533645cb	asset	HTAN_VANDERBILT_CRC::7319_AS_4_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::c0b1b19d533645cb
HTAN::PATIENT::c591c5e150910f33	asset	HTAN_VANDERBILT_CRC::8899_AS_3_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::c591c5e150910f33
HTAN::PATIENT::c591c5e150910f33	asset	HTAN_VANDERBILT_CRC::8899_AS_4_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::c591c5e150910f33
HTAN::PATIENT::e52fa79982a9ecea	asset	HTAN_VANDERBILT_CRC::7003_AS_8_filtered_trimmed.h5ad	same_patient_other_block	E3_explicit	CONFIRMED_METADATA_RELATION	HTAN::PATIENT::e52fa79982a9ecea
TENX::BLOCK::8b7aa042f862ebb4	dataset_directory	TENX::V1_Breast_Cancer_Block_A_Section_1	same_block	E2_corroborated	CONFIRMED_METADATA_RELATION	TENX::BLOCK::8b7aa042f862ebb4
TENX::BLOCK::8b7aa042f862ebb4	dataset_directory	TENX::V1_Breast_Cancer_Block_A_Section_2	same_block	E2_corroborated	CONFIRMED_METADATA_RELATION	TENX::BLOCK::8b7aa042f862ebb4
