physical_unit_id	logical_unit_id	patient_id	block_id	leakage_group_id	primary_role	outer_fold	matrix_locator	coordinate_locator	matrix_kind	read_authorization	count_key
ST_CRC_CMS::SN048_A416371_Rep2	ST_CRC_CMS	ST_CRC_CMS::PATIENT::1ae41c966afe7f34	ST_CRC_CMS::BLOCK::39e7ce844422b4f4	LINEAGE::ST_CRC_CMS	internal_validation	internal_validation::a1c1b914c360	/home/huyudi/013_spatial/data/derived/r04/st_crc_cms/SN048_A416371_Rep2/filtered_feature_bc_matrix.h5	/home/huyudi/013_spatial/data/other_sources/zenodo_st_crc_cms/tissue_positions/SN048_A416371_Rep2_tissue_positions_list.csv	10x_h5	MOLECULES_AND_COORDINATES	X
ST_CRC_CMS::SN123_A595688_Rep1	ST_CRC_CMS	ST_CRC_CMS::PATIENT::4ba09d0d8a81a32c	ST_CRC_CMS::BLOCK::ce1d02adee83612f	LINEAGE::ST_CRC_CMS	internal_validation	internal_validation::23742a6c65d5	/home/huyudi/013_spatial/data/derived/r04/st_crc_cms/SN123_A595688_Rep1/filtered_feature_bc_matrix.h5	/home/huyudi/013_spatial/data/other_sources/zenodo_st_crc_cms/tissue_positions/SN123_A595688_Rep1_tissue_positions_list.csv	10x_h5	MOLECULES_AND_COORDINATES	X
ST_CRC_CMS::SN124_A595688_Rep2	ST_CRC_CMS	ST_CRC_CMS::PATIENT::4ba09d0d8a81a32c	ST_CRC_CMS::BLOCK::ce1d02adee83612f	LINEAGE::ST_CRC_CMS	internal_validation	internal_validation::23742a6c65d5	/home/huyudi/013_spatial/data/derived/r04/st_crc_cms/SN124_A595688_Rep2/filtered_feature_bc_matrix.h5	/home/huyudi/013_spatial/data/other_sources/zenodo_st_crc_cms/tissue_positions/SN124_A595688_Rep2_tissue_positions_list.csv	10x_h5	MOLECULES_AND_COORDINATES	X
ST_CRC_CMS::SN123_A551763_Rep1	ST_CRC_CMS	ST_CRC_CMS::PATIENT::5399a83c19996600	ST_CRC_CMS::BLOCK::ece0ebdcb56752e8	LINEAGE::ST_CRC_CMS	internal_validation	internal_validation::9d095956fad2	/home/huyudi/013_spatial/data/derived/r04/st_crc_cms/SN123_A551763_Rep1/filtered_feature_bc_matrix.h5	/home/huyudi/013_spatial/data/other_sources/zenodo_st_crc_cms/tissue_positions/SN123_A551763_Rep1_tissue_positions_list.csv	10x_h5	MOLECULES_AND_COORDINATES	X
ST_CRC_CMS::SN124_A551763_Rep2	ST_CRC_CMS	ST_CRC_CMS::PATIENT::5399a83c19996600	ST_CRC_CMS::BLOCK::ece0ebdcb56752e8	LINEAGE::ST_CRC_CMS	internal_validation	internal_validation::9d095956fad2	/home/huyudi/013_spatial/data/derived/r04/st_crc_cms/SN124_A551763_Rep2/filtered_feature_bc_matrix.h5	/home/huyudi/013_spatial/data/other_sources/zenodo_st_crc_cms/tissue_positions/SN124_A551763_Rep2_tissue_positions_list.csv	10x_h5	MOLECULES_AND_COORDINATES	X
ST_CRC_CMS::SN123_A798015_Rep1	ST_CRC_CMS	ST_CRC_CMS::PATIENT::5619c44ddca2f782	ST_CRC_CMS::BLOCK::e558998e0e52064a	LINEAGE::ST_CRC_CMS	internal_validation	internal_validation::1a1d8833ebc0	/home/huyudi/013_spatial/data/derived/r04/st_crc_cms/SN123_A798015_Rep1/filtered_feature_bc_matrix.h5	/home/huyudi/013_spatial/data/other_sources/zenodo_st_crc_cms/tissue_positions/SN123_A798015_Rep1_tissue_positions_list.csv	10x_h5	MOLECULES_AND_COORDINATES	X
ST_CRC_CMS::SN124_A798015_Rep2	ST_CRC_CMS	ST_CRC_CMS::PATIENT::5619c44ddca2f782	ST_CRC_CMS::BLOCK::e558998e0e52064a	LINEAGE::ST_CRC_CMS	internal_validation	internal_validation::1a1d8833ebc0	/home/huyudi/013_spatial/data/derived/r04/st_crc_cms/SN124_A798015_Rep2/filtered_feature_bc_matrix.h5	/home/huyudi/013_spatial/data/other_sources/zenodo_st_crc_cms/tissue_positions/SN124_A798015_Rep2_tissue_positions_list.csv	10x_h5	MOLECULES_AND_COORDINATES	X
ST_CRC_CMS::SN123_A938797_Rep1_X	ST_CRC_CMS	ST_CRC_CMS::PATIENT::8448c8d266f03cd4	ST_CRC_CMS::BLOCK::9fbb915bcb605200	LINEAGE::ST_CRC_CMS	internal_validation	internal_validation::79d64232db9c	/home/huyudi/013_spatial/data/derived/r04/st_crc_cms/SN123_A938797_Rep1_X/filtered_feature_bc_matrix.h5	/home/huyudi/013_spatial/data/other_sources/zenodo_st_crc_cms/tissue_positions/SN123_A938797_Rep1_X_tissue_positions_list.csv	10x_h5	MOLECULES_AND_COORDINATES	X
ST_CRC_CMS::SN124_A938797_Rep2	ST_CRC_CMS	ST_CRC_CMS::PATIENT::8448c8d266f03cd4	ST_CRC_CMS::BLOCK::9fbb915bcb605200	LINEAGE::ST_CRC_CMS	internal_validation	internal_validation::79d64232db9c	/home/huyudi/013_spatial/data/derived/r04/st_crc_cms/SN124_A938797_Rep2/filtered_feature_bc_matrix.h5	/home/huyudi/013_spatial/data/other_sources/zenodo_st_crc_cms/tissue_positions/SN124_A938797_Rep2_tissue_positions_list.csv	10x_h5	MOLECULES_AND_COORDINATES	X
ST_CRC_CMS::SN84_A120838_Rep1	ST_CRC_CMS	ST_CRC_CMS::PATIENT::bbb3c37ffe61230a	ST_CRC_CMS::BLOCK::ebf106eb8dc8e0f8	LINEAGE::ST_CRC_CMS	internal_validation	internal_validation::6f4f9bb04630	/home/huyudi/013_spatial/data/derived/r04/st_crc_cms/SN84_A120838_Rep1/filtered_feature_bc_matrix.h5	/home/huyudi/013_spatial/data/other_sources/zenodo_st_crc_cms/tissue_positions/SN84_A120838_Rep1_tissue_positions_list.csv	10x_h5	MOLECULES_AND_COORDINATES	X
ST_CRC_CMS::SN84_A120838_Rep2	ST_CRC_CMS	ST_CRC_CMS::PATIENT::bbb3c37ffe61230a	ST_CRC_CMS::BLOCK::ebf106eb8dc8e0f8	LINEAGE::ST_CRC_CMS	internal_validation	internal_validation::6f4f9bb04630	/home/huyudi/013_spatial/data/derived/r04/st_crc_cms/SN84_A120838_Rep2/filtered_feature_bc_matrix.h5	/home/huyudi/013_spatial/data/other_sources/zenodo_st_crc_cms/tissue_positions/SN84_A120838_Rep2_tissue_positions_list.csv	10x_h5	MOLECULES_AND_COORDINATES	X
TENX::V1_Breast_Cancer_Block_A_Section_1	TENX_V1_BREAST_CANCER_BLOCK_A	TENX_V1_BREAST_CANCER_BLOCK_A::PATIENT::575bdd5279729260	TENX_V1_BREAST_CANCER_BLOCK_A::BLOCK::8b7aa042f862ebb4	LINEAGE::TENX_V1_BREAST_CANCER_BLOCK_A	serial_section_validation	serial_section_validation::d8e6899d4aad	/home/huyudi/013_spatial/data/other_sources/10x_genomics/V1_Breast_Cancer_Block_A_Section_1/V1_Breast_Cancer_Block_A_Section_1_filtered_feature_bc_matrix.h5	/home/huyudi/013_spatial/data/derived/r04/breast/V1_Breast_Cancer_Block_A_Section_1/spatial/tissue_positions_list.csv	10x_h5	MOLECULES_AND_COORDINATES	X
TENX::V1_Breast_Cancer_Block_A_Section_2	TENX_V1_BREAST_CANCER_BLOCK_A	TENX_V1_BREAST_CANCER_BLOCK_A::PATIENT::575bdd5279729260	TENX_V1_BREAST_CANCER_BLOCK_A::BLOCK::8b7aa042f862ebb4	LINEAGE::TENX_V1_BREAST_CANCER_BLOCK_A	serial_section_validation	serial_section_validation::d8e6899d4aad	/home/huyudi/013_spatial/data/other_sources/10x_genomics/V1_Breast_Cancer_Block_A_Section_2/V1_Breast_Cancer_Block_A_Section_2_filtered_feature_bc_matrix.h5	/home/huyudi/013_spatial/data/derived/r04/breast/V1_Breast_Cancer_Block_A_Section_2/spatial/tissue_positions_list.csv	10x_h5	MOLECULES_AND_COORDINATES	X
TLS_VISIUM_USZ::LC3	TLS_VISIUM_USZ	TLS_VISIUM_USZ::PATIENT::0277194ca1561b98	TLS_VISIUM_USZ::BLOCK::6ee26c49343ae7a2	LINEAGE::TLS_VISIUM_USZ	external_validation	external_validation::359242b9085c	/home/huyudi/013_spatial/data/other_sources/zenodo_usz_tls_visium/TLS_VISIUM_USZ/10x_Visium/LC3/filtered_feature_bc_matrix	/home/huyudi/013_spatial/data/other_sources/zenodo_usz_tls_visium/TLS_VISIUM_USZ/10x_Visium/LC3/spatial/tissue_positions.csv	10x_mtx	MOLECULES_AND_COORDINATES	X
TLS_VISIUM_USZ::KC3	TLS_VISIUM_USZ	TLS_VISIUM_USZ::PATIENT::05d0cf19760f8f04	TLS_VISIUM_USZ::BLOCK::e1ad8d80c0c93d0a	LINEAGE::TLS_VISIUM_USZ	external_validation	external_validation::5c8c7b1a4f23	/home/huyudi/013_spatial/data/other_sources/zenodo_usz_tls_visium/TLS_VISIUM_USZ/10x_Visium/KC3/filtered_feature_bc_matrix	/home/huyudi/013_spatial/data/other_sources/zenodo_usz_tls_visium/TLS_VISIUM_USZ/10x_Visium/KC3/spatial/tissue_positions.csv	10x_mtx	MOLECULES_AND_COORDINATES	X
TLS_VISIUM_USZ::LC2	TLS_VISIUM_USZ	TLS_VISIUM_USZ::PATIENT::5a46f98f9f8eedfe	TLS_VISIUM_USZ::BLOCK::eb0a99befecff56b	LINEAGE::TLS_VISIUM_USZ	external_validation	external_validation::9f55abaef61d	/home/huyudi/013_spatial/data/other_sources/zenodo_usz_tls_visium/TLS_VISIUM_USZ/10x_Visium/LC2/filtered_feature_bc_matrix	/home/huyudi/013_spatial/data/other_sources/zenodo_usz_tls_visium/TLS_VISIUM_USZ/10x_Visium/LC2/spatial/tissue_positions.csv	10x_mtx	MOLECULES_AND_COORDINATES	X
TLS_VISIUM_USZ::LC1	TLS_VISIUM_USZ	TLS_VISIUM_USZ::PATIENT::7054344dca71771a	TLS_VISIUM_USZ::BLOCK::d6bdbfbbd48228a0	LINEAGE::TLS_VISIUM_USZ	external_validation	external_validation::38f0a0efb13e	/home/huyudi/013_spatial/data/other_sources/zenodo_usz_tls_visium/TLS_VISIUM_USZ/10x_Visium/LC1/filtered_feature_bc_matrix	/home/huyudi/013_spatial/data/other_sources/zenodo_usz_tls_visium/TLS_VISIUM_USZ/10x_Visium/LC1/spatial/tissue_positions.csv	10x_mtx	MOLECULES_AND_COORDINATES	X
TLS_VISIUM_USZ::KC1	TLS_VISIUM_USZ	TLS_VISIUM_USZ::PATIENT::7b9204be03aa71d0	TLS_VISIUM_USZ::BLOCK::d74fee545c5e1f11	LINEAGE::TLS_VISIUM_USZ	external_validation	external_validation::b6e3404e51ee	/home/huyudi/013_spatial/data/other_sources/zenodo_usz_tls_visium/TLS_VISIUM_USZ/10x_Visium/KC1/filtered_feature_bc_matrix	/home/huyudi/013_spatial/data/other_sources/zenodo_usz_tls_visium/TLS_VISIUM_USZ/10x_Visium/KC1/spatial/tissue_positions.csv	10x_mtx	MOLECULES_AND_COORDINATES	X
TLS_VISIUM_USZ::LC5	TLS_VISIUM_USZ	TLS_VISIUM_USZ::PATIENT::83fba1cd85d2f31b	TLS_VISIUM_USZ::BLOCK::7ee370ee2f6f9f6d	LINEAGE::TLS_VISIUM_USZ	external_validation	external_validation::035bcfd88957	/home/huyudi/013_spatial/data/other_sources/zenodo_usz_tls_visium/TLS_VISIUM_USZ/10x_Visium/LC5/filtered_feature_bc_matrix	/home/huyudi/013_spatial/data/other_sources/zenodo_usz_tls_visium/TLS_VISIUM_USZ/10x_Visium/LC5/spatial/tissue_positions.csv	10x_mtx	MOLECULES_AND_COORDINATES	X
TLS_VISIUM_USZ::KC2	TLS_VISIUM_USZ	TLS_VISIUM_USZ::PATIENT::e13843047f4d2612	TLS_VISIUM_USZ::BLOCK::9a72d74c2456b71e	LINEAGE::TLS_VISIUM_USZ	external_validation	external_validation::2e37fd8abb47	/home/huyudi/013_spatial/data/other_sources/zenodo_usz_tls_visium/TLS_VISIUM_USZ/10x_Visium/KC2/filtered_feature_bc_matrix	/home/huyudi/013_spatial/data/other_sources/zenodo_usz_tls_visium/TLS_VISIUM_USZ/10x_Visium/KC2/spatial/tissue_positions.csv	10x_mtx	MOLECULES_AND_COORDINATES	X
TLS_VISIUM_USZ::LC4	TLS_VISIUM_USZ	TLS_VISIUM_USZ::PATIENT::ff5fc998488e94c0	TLS_VISIUM_USZ::BLOCK::0f4219df021833cc	LINEAGE::TLS_VISIUM_USZ	external_validation	external_validation::c7714afe5240	/home/huyudi/013_spatial/data/other_sources/zenodo_usz_tls_visium/TLS_VISIUM_USZ/10x_Visium/LC4/filtered_feature_bc_matrix	/home/huyudi/013_spatial/data/other_sources/zenodo_usz_tls_visium/TLS_VISIUM_USZ/10x_Visium/LC4/spatial/tissue_positions.csv	10x_mtx	MOLECULES_AND_COORDINATES	X
